pageID,has_image,has_text,count_of_image,img_layout,error
jx_mg_vol010_1,N,Y,0,NA,
jx_mg_vol010_2,N,Y,0,NA,
jx_mg_vol010_3,N,Y,0,NA,
jx_mg_vol010_4,N,Y,0,NA,
jx_mg_vol010_5,N,Y,0,NA,
jx_mg_vol010_6,N,Y,0,NA,
jx_mg_vol010_7,N,Y,0,NA,
jx_mg_vol010_8,N,Y,0,NA,
jx_mg_vol010_9,N,Y,0,NA,
jx_mg_vol010_10,N,Y,0,NA,
jx_mg_vol010_11,N,Y,0,NA,
jx_mg_vol010_12,N,Y,0,NA,
jx_mg_vol010_13,N,N,0,NA,
jx_mg_vol010_14,Y,Y,1,sgl,
jx_mg_vol010_15,Y,Y,1,sgl,
jx_mg_vol010_16,Y,Y,1,sgl,
jx_mg_vol010_17,Y,Y,1,sgl,
jx_mg_vol010_18,Y,Y,1,sgl,
jx_mg_vol010_19,Y,Y,1,sgl,
jx_mg_vol010_20,Y,Y,1,sgl,
jx_mg_vol010_21,Y,Y,1,sgl,
jx_mg_vol010_22,Y,Y,1,sgl,
jx_mg_vol010_23,Y,Y,1,sgl,
jx_mg_vol010_24,Y,Y,1,sgl,
jx_mg_vol010_25,Y,Y,1,sgl,
jx_mg_vol010_26,Y,Y,1,sgl,
jx_mg_vol010_27,Y,Y,1,sgl,
jx_mg_vol010_28,Y,Y,1,sgl,
jx_mg_vol010_29,Y,Y,1,sgl,
jx_mg_vol010_30,Y,Y,1,sgl,
jx_mg_vol010_31,Y,Y,1,sgl,
jx_mg_vol010_32,Y,Y,1,sgl,
jx_mg_vol010_33,Y,Y,1,sgl,
jx_mg_vol010_34,Y,Y,1,sgl,
jx_mg_vol010_35,Y,Y,1,sgl,
jx_mg_vol010_36,Y,Y,1,sgl,
