pageID,has_image,has_text,count_of_image,img_layout,error
jx_mg_vol012_1,N,Y,0,NA,
jx_mg_vol012_2,N,Y,0,NA,
jx_mg_vol012_3,N,Y,0,NA,
jx_mg_vol012_4,N,Y,0,NA,
jx_mg_vol012_5,N,Y,0,NA,
jx_mg_vol012_6,N,Y,0,NA,
jx_mg_vol012_7,N,Y,0,NA,
jx_mg_vol012_8,N,Y,0,NA,
jx_mg_vol012_9,N,Y,0,NA,
jx_mg_vol012_10,N,Y,0,NA,
jx_mg_vol012_11,N,Y,0,NA,
jx_mg_vol012_12,N,Y,0,NA,
jx_mg_vol012_13,N,Y,0,NA,
jx_mg_vol012_14,N,Y,0,NA,
jx_mg_vol012_15,N,Y,0,NA,
jx_mg_vol012_16,N,Y,0,NA,
jx_mg_vol012_17,N,Y,0,NA,
jx_mg_vol012_18,N,Y,0,NA,
jx_mg_vol012_19,N,Y,0,NA,
jx_mg_vol012_20,N,Y,0,NA,
jx_mg_vol012_21,N,Y,0,NA,
jx_mg_vol012_22,N,Y,0,NA,
jx_mg_vol012_23,N,Y,0,NA,
jx_mg_vol012_24,N,Y,0,NA,
jx_mg_vol012_25,N,Y,0,NA,
jx_mg_vol012_26,N,Y,0,NA,
jx_mg_vol012_27,N,Y,0,NA,
jx_mg_vol012_28,N,Y,0,NA,
jx_mg_vol012_29,N,Y,0,NA,
jx_mg_vol012_30,N,Y,0,NA,
jx_mg_vol012_31,Y,Y,1,sgl,
jx_mg_vol012_32,N,Y,0,NA,
jx_mg_vol012_33,N,Y,0,NA,
jx_mg_vol012_34,N,Y,0,NA,
jx_mg_vol012_35,N,Y,0,NA,
jx_mg_vol012_36,N,Y,0,NA,
jx_mg_vol012_37,Y,Y,1,sgl,
jx_mg_vol012_38,Y,Y,1,sgl,
jx_mg_vol012_39,Y,Y,1,sgl,
jx_mg_vol012_40,N,Y,0,NA,
jx_mg_vol012_41,N,Y,0,NA,
jx_mg_vol012_42,N,Y,0,NA,
jx_mg_vol012_43,N,Y,0,NA,
jx_mg_vol012_44,N,Y,0,NA,
jx_mg_vol012_45,N,Y,0,NA,
jx_mg_vol012_46,N,Y,0,NA,
jx_mg_vol012_47,N,Y,0,NA,
jx_mg_vol012_48,N,Y,0,NA,
jx_mg_vol012_49,N,Y,0,NA,
jx_mg_vol012_50,N,Y,0,NA,
jx_mg_vol012_51,N,Y,0,NA,
jx_mg_vol012_52,N,Y,0,NA,
jx_mg_vol012_53,N,Y,0,NA,
jx_mg_vol012_54,Y,Y,1,sgl,
jx_mg_vol012_55,Y,Y,1,sgl,
jx_mg_vol012_56,Y,Y,1,sgl,
jx_mg_vol012_57,Y,Y,1,sgl,
jx_mg_vol012_58,Y,Y,1,sgl,
jx_mg_vol012_59,Y,Y,1,sgl,
jx_mg_vol012_60,Y,Y,1,sgl,
jx_mg_vol012_61,Y,Y,1,sgl,
jx_mg_vol012_62,Y,Y,1,sgl,
jx_mg_vol012_63,Y,Y,1,sgl,
jx_mg_vol012_64,Y,Y,1,sgl,
jx_mg_vol012_65,Y,Y,1,sgl,
jx_mg_vol012_66,Y,Y,1,sgl,
jx_mg_vol012_67,Y,Y,1,sgl,
