pageID,has_image,has_text,count_of_image,img_layout,error
jx_mg_vol001_1,N,N,0,NA,
jx_mg_vol001_2,N,Y,0,NA,
jx_mg_vol001_3,N,Y,0,NA,
jx_mg_vol001_4,N,Y,0,NA,
jx_mg_vol001_5,N,Y,0,NA,
jx_mg_vol001_6,N,Y,0,NA,
jx_mg_vol001_7,N,Y,0,NA,
jx_mg_vol001_8,N,Y,0,NA,
jx_mg_vol001_9,N,Y,0,NA,
jx_mg_vol001_10,N,Y,0,NA,
jx_mg_vol001_11,N,Y,0,NA,
jx_mg_vol001_12,N,Y,0,NA,
jx_mg_vol001_13,N,Y,0,NA,
jx_mg_vol001_14,N,Y,0,NA,
jx_mg_vol001_15,N,Y,0,NA,
jx_mg_vol001_16,N,Y,0,NA,
jx_mg_vol001_17,N,Y,0,NA,
jx_mg_vol001_18,N,Y,0,NA,
jx_mg_vol001_19,N,Y,0,NA,
jx_mg_vol001_20,N,Y,0,NA,
jx_mg_vol001_21,N,Y,0,NA,
jx_mg_vol001_22,N,Y,0,NA,
jx_mg_vol001_23,N,Y,0,NA,
jx_mg_vol001_24,N,Y,0,NA,
jx_mg_vol001_25,N,Y,0,NA,
jx_mg_vol001_26,Y,Y,1,sgl,
jx_mg_vol001_27,N,Y,0,NA,
jx_mg_vol001_28,Y,Y,1,sgl,
jx_mg_vol001_29,N,Y,0,NA,
jx_mg_vol001_30,Y,Y,1,sgl,
jx_mg_vol001_31,N,Y,0,NA,
jx_mg_vol001_32,Y,Y,1,sgl,
jx_mg_vol001_33,Y,Y,1,sgl,
jx_mg_vol001_34,Y,Y,1,sgl,
jx_mg_vol001_35,Y,Y,1,sgl,
jx_mg_vol001_36,Y,Y,1,sgl,
jx_mg_vol001_37,N,N,0,NA,
jx_mg_vol001_38,N,Y,0,NA,
jx_mg_vol001_39,N,N,0,NA,
